code:ID,name,:LABEL
002545,东方铁塔,Stock
300001,特锐德,Stock
300110,华仁药业,Stock
300183,东软载波,Stock
300208,恒顺众昇,Stock
600230,沧州大化,Stock
600299,安迪苏,Stock
600309,万华化学,Stock
600339,中油工程,Stock
600426,华鲁恒升,Stock
600618,氯碱化工,Stock
600810,神马股份,Stock
601678,滨化股份,Stock
000584,哈工智能,Stock
000611,天首发展,Stock
000755,*ST三维,ST;Stock
000818,方大化工,Stock
000912,*ST天化,ST;Stock
000949,新乡化纤,Stock
002014,永新股份,Stock
002061,浙江交科,Stock
002064,华峰氨纶,Stock
002246,北化股份,Stock
002408,齐翔腾达,Stock
002409,雅克科技,Stock
300343,联创互联,Stock
600131,岷江水电,Stock
600151,航天机电,Stock
600206,有研新材,Stock
600220,江苏阳光,Stock
600295,鄂尔多斯,Stock
600438,通威股份,Stock
600644,乐山电力,Stock
002083,孚日股份,Stock
002218,拓日新能,Stock
002506,协鑫集成,Stock
300029,天龙光电,Stock
300316,晶盛机电,Stock
600082,海泰发展,Stock
600225,*ST松江,ST;Stock
600717,天津港,Stock
600751,天海投资,Stock
600821,津劝业,Stock
000695,滨海能源,Stock
000897,津滨发展,Stock
000965,天保基建,Stock
002510,天汽模,Stock
600127,金健米业,Stock
600993,马应龙,Stock
002022,科华生物,Stock
002118,紫鑫药业,Stock
002642,荣之联,Stock
300216,千山药机,Stock
300289,利德曼,Stock
600247,ST成城,ST;Stock
600277,亿利洁能,Stock
600362,江西铜业,Stock
600393,粤泰股份,Stock
600456,宝钛股份,Stock
600497,驰宏锌锗,Stock
600507,方大特钢,Stock
600528,中铁工业,Stock
600547,山东黄金,Stock
600572,康恩贝,Stock
600577,精达股份,Stock
600582,天地科技,Stock
600585,海螺水泥,Stock
600586,金晶科技,Stock
600607,上实医药,Stock
600611,大众交通,Stock
600614,鹏起科技,Stock
600662,强生控股,Stock
600673,东阳光科,Stock
600676,交运股份,Stock
600677,航天通信,Stock
600708,光明地产,Stock
600725,ST云维,ST;Stock
600726,华电能源,Stock
600738,兰州民百,Stock
600787,中储股份,Stock
600791,京能置业,Stock
600807,天业股份,Stock
600811,东方集团,Stock
600820,隧道股份,Stock
600831,广电网络,Stock
600836,界龙实业,Stock
600855,航天长峰,Stock
600886,国投电力,Stock
600961,株冶集团,Stock
600963,岳阳林纸,Stock
601669,中国电建,Stock
000400,许继电气,Stock
000600,建投能源,Stock
000698,沈阳化工,Stock
000917,电广传媒,Stock
600012,皖通高速,Stock
600063,皖维高新,Stock
600218,全柴动力,Stock
600237,铜峰电子,Stock
600318,新力金融,Stock
600375,华菱星马,Stock
600418,江淮汽车,Stock
600444,国机通用,Stock
600496,精工钢构,Stock
600520,文一科技,Stock
600551,时代出版,Stock
600567,山鹰纸业,Stock
600575,皖江物流,Stock
600761,安徽合力,Stock
600808,马钢股份,Stock
600983,惠而浦,Stock
600985,雷鸣科化,Stock
600990,四创电子,Stock
000153,丰原药业,Stock
000417,合肥百货,Stock
000521,美菱电器,Stock
000543,皖能电力,Stock
000619,海螺型材,Stock
000630,铜陵有色,Stock
000713,丰乐种业,Stock
000728,国元证券,Stock
000850,华茂股份,Stock
000859,国风塑业,Stock
000868,安凯客车,Stock
000979,中弘股份,Stock
000980,众泰汽车,Stock
002018,华信国际,Stock
002136,安 纳 达,Stock
002140,东华科技,Stock
002147,新光圆成,Stock
002208,合肥城建,Stock
002226,江南化工,Stock
002230,科大讯飞,Stock
002298,中电鑫龙,Stock
002331,皖通科技,Stock
002347,泰尔股份,Stock
002352,顺丰控股,Stock
002361,神剑股份,Stock
002541,鸿路钢构,Stock
002555,三七互娱,Stock
002556,辉隆股份,Stock
002557,洽洽食品,Stock
002571,*ST德力,ST;Stock
002597,金禾实业,Stock
300009,安科生物,Stock
300087,荃银高科,Stock
300088,长信科技,Stock
300090,盛运环保,Stock
300218,安利股份,Stock
300247,乐金健康,Stock
300274,阳光电源,Stock
600054,黄山旅游,Stock
600094,大名城,Stock
600221,海航控股,Stock
600272,开开实业,Stock
600320,振华重工,Stock
600555,海航创新,Stock
600604,市北高新,Stock
600610,中毅达,Stock
600612,老凤祥,Stock
600613,神奇制药,Stock
600617,国新能源,Stock
600619,海立股份,Stock
600623,华谊集团,Stock
600639,浦东金桥,Stock
600648,外高桥,Stock
600650,锦江投资,Stock
600663,陆家嘴,Stock
600679,上海凤凰,Stock
600680,*ST上普,ST;Stock
600689,上海三毛,Stock
600695,绿庭投资,Stock
600698,湖南天雁,Stock
600754,锦江股份,Stock
600776,东方通信,Stock
600818,中路股份,Stock
600822,上海物贸,Stock
600835,上海机电,Stock
600841,上柴股份,Stock
600843,上工申贝,Stock
600844,*ST丹科,ST;Stock
600845,宝信软件,Stock
600851,海欣股份,Stock
000017,深中华A,Stock
000018,神州长城,Stock
000019,深深宝Ａ,Stock
000022,深赤湾Ａ,Stock
000026,飞亚达Ａ,Stock
000028,国药一致,Stock
000029,深深房Ａ,Stock
000030,富奥股份,Stock
000037,深南电A,Stock
000045,深纺织Ａ,Stock
000055,方大集团,Stock
000056,皇庭国际,Stock
000058,深 赛 格,Stock
000418,小天鹅Ａ,Stock
000429,粤高速Ａ,Stock
000488,晨鸣纸业,Stock
000539,粤电力Ａ,Stock
000550,江铃汽车,Stock
000553,沙隆达Ａ,Stock
000570,苏常柴Ａ,Stock
000581,威孚高科,Stock
000596,古井贡酒,Stock
000625,长安汽车,Stock
000725,京东方Ａ,Stock
000726,鲁 泰Ａ,Stock
000761,本钢板材,Stock
600187,国中水务,Stock
600388,龙净环保,Stock
600459,贵研铂业,Stock
600526,菲达环保,Stock
600630,龙头股份,Stock
601908,京运通,Stock
000425,徐工机械,Stock
000551,创元科技,Stock
000586,汇源通信,Stock
000652,泰达股份,Stock
000915,山大华特,Stock
000925,众合科技,Stock
002076,雪 莱 特,Stock
002126,银轮股份,Stock
002145,中核钛白,Stock
002203,海亮股份,Stock
002499,科林环保,Stock
002549,凯美特气,Stock
002573,清新环境,Stock
002658,雪迪龙,Stock
300007,汉威科技,Stock
300056,三维丝,Stock
300072,三聚环保,Stock
300105,龙源技术,Stock
300137,先河环保,Stock
300152,科融环境,Stock
300156,神雾环保,Stock
300172,中电环保,Stock
300187,永清环保,Stock
300249,依米康,Stock
300285,国瓷材料,Stock
300385,雪浪环境,Stock
600004,白云机场,Stock
600009,上海机场,Stock
600010,包钢股份,Stock
600011,华能国际,Stock
600018,上港集团,Stock
600019,宝钢股份,Stock
600027,华电国际,Stock
600031,三一重工,Stock
600038,中直股份,Stock
600068,葛洲坝,Stock
600087,退市长油,Stock
600104,上汽集团,Stock
600115,东方航空,Stock
600118,中国卫星,Stock
600428,中远海特,Stock
600500,中化国际,Stock
600508,上海能源,Stock
600523,贵航股份,Stock
600718,东软集团,Stock
600719,大连热电,Stock
600782,新钢股份,Stock
600795,国电电力,Stock
600832,东方明珠,Stock
600850,华东电脑,Stock
600879,航天电子,Stock
600895,张江高科,Stock
600900,长江电力,Stock
600980,北矿科技,Stock
000027,深圳能源,Stock
000157,中联重科,Stock
000333,美的集团,Stock
000520,长航凤凰,Stock
000629,*ST钒钛,ST;Stock
000719,大地传媒,Stock
000723,美锦能源,Stock
000758,中色股份,Stock
000768,中航飞机,Stock
000789,万年青,Stock
000798,中水渔业,Stock
000800,一汽轿车,Stock
000837,秦川机床,Stock
000878,云南铜业,Stock
000930,中粮生化,Stock
000951,中国重汽,Stock
002046,轴研科技,Stock
002368,太极股份,Stock
002415,海康威视,Stock
600064,南京高科,Stock
600070,浙江富润,Stock
600095,哈高科,Stock
600113,浙江东日,Stock
600119,长江投资,Stock
600120,浙江东方,Stock
600208,新湖中宝,Stock
600211,西藏药业,Stock
600305,恒顺醋业,Stock
600330,天通股份,Stock
600400,红豆股份,Stock
600415,小商品城,Stock
600491,龙元建设,Stock
600527,江南高纤,Stock
600533,栖霞建设,Stock
600535,天士力,Stock
600596,新安股份,Stock
600606,绿地控股,Stock
600767,*ST运盛,ST;Stock
600777,新潮能源,Stock
600784,鲁银投资,Stock
600830,香溢融通,Stock
601515,东风股份,Stock
601567,三星医疗,Stock
000415,渤海金控,Stock
000419,通程控股,Stock
000421,南京公用,Stock
000592,平潭发展,Stock
000626,远大控股,Stock
000828,东莞控股,Stock
000900,现代投资,Stock
002120,韵达股份,Stock
002131,利欧股份,Stock
002133,广宇集团,Stock
002178,延华智能,Stock
002245,澳洋顺昌,Stock
002250,联化科技,Stock
002285,世联行,Stock
002404,嘉欣丝绸,Stock
002418,康盛股份,Stock
002522,浙江众成,Stock
002552,宝鼎科技,Stock
002560,通达股份,Stock
002575,群兴玩具,Stock
002600,江粉磁材,Stock
002615,哈尔斯,Stock
002624,完美世界,Stock
002634,棒杰股份,Stock
002653,海思科,Stock
300079,数码科技,Stock
300178,腾邦国际,Stock
600161,天坛生物,Stock
600166,福田汽车,Stock
600184,光电股份,Stock
600242,中昌数据,Stock
600597,光明乳业,Stock
600681,百川能源,Stock
600760,中航黑豹,Stock
601018,宁波港,Stock
601339,百隆东方,Stock
601808,中海油服,Stock
603167,渤海轮渡,Stock
000561,烽火电子,Stock
000639,西王食品,Stock
000686,东北证券,Stock
000732,泰禾集团,Stock
002371,北方华创,Stock
002467,二六三,Stock
002468,申通快递,Stock
002469,三维工程,Stock
002470,金正大,Stock
002471,中超控股,Stock
002472,双环传动,Stock
002473,*ST圣莱,ST;Stock
002474,榕基软件,Stock
002475,立讯精密,Stock
002476,宝莫股份,Stock
002479,富春环保,Stock
002480,新筑股份,Stock
002481,双塔食品,Stock
002482,广田集团,Stock
002483,润邦股份,Stock
002484,江海股份,Stock
002649,博彦科技,Stock
002663,普邦股份,Stock
002695,煌上煌,Stock
002696,百洋股份,Stock
002698,博实股份,Stock
002699,美盛文化,Stock
002700,新疆浩源,Stock
300115,长盈精密,Stock
300117,嘉寓股份,Stock
300118,东方日升,Stock
300119,瑞普生物,Stock
300120,经纬电材,Stock
300121,阳谷华泰,Stock
300122,智飞生物,Stock
300123,太阳鸟,Stock
300124,汇川技术,Stock
300157,恒泰艾普,Stock
300265,通光线缆,Stock
300268,佳沃股份,Stock
300302,同有科技,Stock
300309,吉艾科技,Stock
300352,北信源,Stock
300353,东土科技,Stock
300354,东华测试,Stock
300355,蒙草生态,Stock
600185,格力地产,Stock
600325,华发股份,Stock
600685,中船防务,Stock
600894,广日股份,Stock
000062,深圳华强,Stock
000507,珠海港,Stock
000513,丽珠集团,Stock
000523,广州浪奇,Stock
000601,韶能股份,Stock
000893,东凌国际,Stock
002016,世荣兆业,Stock
002017,东信和平,Stock
002060,粤 水 电,Stock
002063,远光软件,Stock
002180,纳思达,Stock
002187,广百股份,Stock
002233,塔牌集团,Stock
002461,珠江啤酒,Stock
600008,首创股份,Stock
600098,广州发展,Stock
600116,三峡水利,Stock
600133,东湖高新,Stock
600323,瀚蓝环境,Stock
600475,华光股份,Stock
600531,豫光金铅,Stock
600545,卓郎智能,Stock
600649,城投控股,Stock
600724,宁波富达,Stock
600864,哈投股份,Stock
601992,金隅股份,Stock
603568,伟明环保,Stock
603588,高能环境,Stock
000407,胜利股份,Stock
000546,金圆股份,Stock
000939,凯迪生态,Stock
002015,霞客环保,Stock
002442,龙星化工,Stock
002616,长青集团,Stock
002645,华宏科技,Stock
002672,东江环保,Stock
300190,维尔利,Stock
600085,同仁堂,Stock
600100,同方股份,Stock
600169,太原重工,Stock
600196,复星医药,Stock
600258,首旅酒店,Stock
600266,北京城建,Stock
600352,浙江龙盛,Stock
600525,长园集团,Stock
600635,大众公用,Stock
600739,辽宁成大,Stock
600790,轻纺城,Stock
600812,华北制药,Stock
600826,兰生股份,Stock
600867,通化东宝,Stock
600880,博瑞传播,Stock
000021,深科技,Stock
000040,东旭蓝天,Stock
000301,东方市场,Stock
000428,华天酒店,Stock
000503,海虹控股,Stock
000661,长春高新,Stock
000676,智度股份,Stock
000682,东方电子,Stock
000931,中 关 村,Stock
000988,华工科技,Stock
000990,诚志股份,Stock
002008,大族激光,Stock
002010,传化智联,Stock
002038,双鹭药业,Stock
002054,德美化工,Stock
002101,广东鸿图,Stock
002123,梦网集团,Stock
600075,新疆天业,Stock
600354,敦煌种业,Stock
600371,万向德农,Stock
600803,新奥股份,Stock
000860,顺鑫农业,Stock
000902,新洋丰,Stock
000998,隆平高科,Stock
002041,登海种业,Stock
002157,正邦科技,Stock
002170,芭田股份,Stock
002385,大北农,Stock
002539,云图控股,Stock
002588,史丹利,Stock
300106,西部牧业,Stock
300189,神农基因,Stock
300387,富邦股份,Stock
600908,无锡银行,Stock
600909,华安证券,Stock
600919,江苏银行,Stock
600926,杭州银行,Stock
600936,广西广电,Stock
600977,中国电影,Stock
600996,贵广网络,Stock
601020,华钰矿业,Stock
601127,小康股份,Stock
601128,常熟银行,Stock
601163,三角轮胎,Stock
601229,上海银行,Stock
601500,通用股份,Stock
601595,上海电影,Stock
601811,新华文轩,Stock
601882,海天精工,Stock
601900,南方传媒,Stock
601966,玲珑轮胎,Stock
601997,贵阳银行,Stock
603007,花王股份,Stock
603016,新宏泰,Stock
603027,千禾味业,Stock
603028,赛福天,Stock
603029,天鹅股份,Stock
603031,安德利,Stock
603033,三维股份,Stock
603036,如通股份,Stock
603058,永吉股份,Stock
603060,国检集团,Stock
603067,振华股份,Stock
603069,海汽集团,Stock
603090,宏盛股份,Stock
603098,森特股份,Stock
603101,汇嘉时代,Stock
603131,上海沪工,Stock
603159,上海亚虹,Stock
603160,汇顶科技,Stock
603189,网达软件,Stock
603203,快克股份,Stock
603258,电魂网络,Stock
603299,井神股份,Stock
603313,梦百合,Stock
603319,湘油泵,Stock
603322,超讯通信,Stock
603323,吴江银行,Stock
603336,宏辉果蔬,Stock
603339,四方冷链,Stock
603377,东方时尚,Stock
603389,亚振家居,Stock
603393,新天然气,Stock
603416,信捷电气,Stock
603421,鼎信通讯,Stock
603515,欧普照明,Stock
603520,司太立,Stock
603528,多伦科技,Stock
603556,海兴电力,Stock
603559,中通国脉,Stock
603569,长久物流,Stock
603577,汇金通,Stock
603585,苏利股份,Stock
603608,天创时尚,Stock
603633,徕木股份,Stock
603658,安图生物,Stock
603660,苏州科达,Stock
603663,三祥新材,Stock
603667,五洲新春,Stock
603701,德宏股份,Stock
603708,家家悦,Stock
603716,塞力斯,Stock
603726,朗迪集团,Stock
603727,博迈科,Stock
603737,三棵树,Stock
603738,泰晶科技,Stock
603777,来伊份,Stock
603778,乾景园林,Stock
603779,威龙股份,Stock
603798,康普顿,Stock
603816,顾家家居,Stock
603819,神力股份,Stock
603822,嘉澳环保,Stock
603823,百合花,Stock
603843,正平股份,Stock
603858,步长制药,Stock
603859,能科股份,Stock
603861,白云电器,Stock
603868,飞科电器,Stock
603878,武进不锈,Stock
603887,城地股份,Stock
603888,新华网,Stock
603900,莱绅通灵,Stock
603909,合诚股份,Stock
603919,金徽酒,Stock
603928,兴业股份,Stock
603958,哈森股份,Stock
603959,百利科技,Stock
603977,国泰集团,Stock
603986,兆易创新,Stock
603987,康德莱,Stock
603990,麦迪科技,Stock
001979,招商蛇口,Stock
002777,久远银海,Stock
002778,高科石化,Stock
002787,华源控股,Stock
002788,鹭燕医药,Stock
002789,建艺集团,Stock
002790,瑞尔特,Stock
002791,坚朗五金,Stock
002792,通宇通讯,Stock
002793,东音股份,Stock
002795,永和智控,Stock
002796,世嘉科技,Stock
002797,第一创业,Stock
002798,帝王洁具,Stock
002799,环球印务,Stock
002800,天顺股份,Stock
002801,微光股份,Stock
002802,洪汇新材,Stock
002803,吉宏股份,Stock
002805,丰元股份,Stock
002806,华锋股份,Stock
002807,江阴银行,Stock
002808,苏州恒久,Stock
002809,红墙股份,Stock
002810,山东赫达,Stock
002811,亚泰国际,Stock
002812,创新股份,Stock
002813,路畅科技,Stock
002815,崇达技术,Stock
002816,和科达,Stock
002817,黄山胶囊,Stock
002818,富森美,Stock
002819,东方中科,Stock
002820,桂发祥,Stock
002821,凯莱英,Stock
002822,中装建设,Stock
002823,凯中精密,Stock
002825,纳尔股份,Stock
002826,易明医药,Stock
002827,高争民爆,Stock
002828,贝肯能源,Stock
002829,星网宇达,Stock
002830,名雕股份,Stock
002831,裕同科技,Stock
002832,比音勒芬,Stock
300474,景嘉微,Stock
300484,蓝海华腾,Stock
300490,华自科技,Stock
300491,通合科技,Stock
300494,盛天网络,Stock
300499,高澜股份,Stock
300500,启迪设计,Stock
300501,海顺新材,Stock
300502,新易盛,Stock
300503,昊志机电,Stock
300505,川金诺,Stock
300506,名家汇,Stock
300507,苏奥传感,Stock
300508,维宏股份,Stock
300509,新美星,Stock
300510,金冠电气,Stock
300511,雪榕生物,Stock
300512,中亚股份,Stock
300513,恒泰实达,Stock
300515,三德科技,Stock
300516,久之洋,Stock
300517,海波重科,Stock
300518,盛讯达,Stock
300519,新光药业,Stock
300520,科大国创,Stock
300521,爱司凯,Stock
300522,世名科技,Stock
300523,辰安科技,Stock
300525,博思软件,Stock
300526,中潜股份,Stock
300527,华舟应急,Stock
300528,幸福蓝海,Stock
300529,健帆生物,Stock
300530,达志科技,Stock
300531,优博讯,Stock
300532,今天国际,Stock
300533,冰川网络,Stock
300534,陇神戎发,Stock
300535,达威股份,Stock
300536,农尚环境,Stock
300537,广信材料,Stock
300538,同益股份,Stock
300539,横河模具,Stock
300540,深冷股份,Stock
300541,先进数通,Stock
300542,新晨科技,Stock
300543,朗科智能,Stock
300545,联得装备,Stock
300546,雄帝科技,Stock
300547,川环科技,Stock
300548,博创科技,Stock
300549,优德精密,Stock
300550,和仁科技,Stock
300551,古鳌科技,Stock
300552,万集科技,Stock
300553,集智股份,Stock
300555,路通视信,Stock
300556,丝路视觉,Stock
