:START_ID,executive,:END_ID,:TYPE
601058,董事长、董事,杜玉岱,:ACTED_IN
601058,董事长、董事,延万华,:ACTED_IN
601058,董事,宋军,:ACTED_IN
601058,董事,周天明,:ACTED_IN
601058,董事,王建业,:ACTED_IN
601058,董事,张必书,:ACTED_IN
601058,独立董事,丁乃秀,:ACTED_IN
601058,独立董事,谢岭,:ACTED_IN
601058,独立董事,刘树国,:ACTED_IN
600219,董事长、董事,程仁策,:ACTED_IN
600219,董事长、董事,宋昌明,:ACTED_IN
600219,董事,吕正风,:ACTED_IN
600219,董事,刘强,:ACTED_IN
600219,董事,刘春雷,:ACTED_IN
600219,董事,宋建波,:ACTED_IN
600219,独立董事,刘嘉厚,:ACTED_IN
600219,独立董事,张焕平,:ACTED_IN
600219,独立董事,黄利群,:ACTED_IN
300345,董事长、董事,朱红玉,:ACTED_IN
300345,董事长、董事,朱明楚,:ACTED_IN
300345,董事,罗德福,:ACTED_IN
300345,董事,曾江洪,:ACTED_IN
300345,独立董事,陈爱文,:ACTED_IN
300345,独立董事,熊政平,:ACTED_IN
600649,董事长、董事,汲广林,:ACTED_IN
600649,董事长、董事,陈帅,:ACTED_IN
600649,董事,金建敏,:ACTED_IN
600649,董事,苏凯,:ACTED_IN
600649,董事,孙昌宇,:ACTED_IN
600649,董事,全卓伟,:ACTED_IN
600649,独立董事,盛雷鸣,:ACTED_IN
600649,独立董事,薛涛,:ACTED_IN
600649,独立董事,严杰,:ACTED_IN
002287,董事长、董事,雷菊芳,:ACTED_IN
002287,董事长、董事,刘凯列,:ACTED_IN
002287,董事,索朗欧珠,:ACTED_IN
002287,董事,骆燮龙,:ACTED_IN
002287,独立董事,杜守颖,:ACTED_IN
002287,独立董事,李春瑜,:ACTED_IN
002287,独立董事,吴清功,:ACTED_IN
002268,董事长、董事,李成刚,:ACTED_IN
002268,董事长、董事,许晓平,:ACTED_IN
002268,董事,雷利民,:ACTED_IN
002268,董事,卿昱,:ACTED_IN
002268,董事,黄南平,:ACTED_IN
002268,董事,王虎,:ACTED_IN
002268,独立董事,曹德骏,:ACTED_IN
002268,独立董事,沈逸,:ACTED_IN
002268,独立董事,周玮,:ACTED_IN
603989,董事长、董事,艾立华,:ACTED_IN
603989,董事长、董事,王安安,:ACTED_IN
603989,董事,殷宝华,:ACTED_IN
603989,董事,艾立宇,:ACTED_IN
603989,独立董事,古群,:ACTED_IN
603989,独立董事,熊翔,:ACTED_IN
603989,独立董事,徐莉萍,:ACTED_IN
300200,董事长、董事,何宇飞,:ACTED_IN
300200,董事长、董事,王子平,:ACTED_IN
300200,董事,熊海涛,:ACTED_IN
300200,董事,张洋,:ACTED_IN
300200,独立董事,杨栩,:ACTED_IN
300200,独立董事,龙成凤,:ACTED_IN
300200,独立董事,黄书敏,:ACTED_IN
002638,董事长、董事,陈永洪,:ACTED_IN
002638,董事长、董事,贾茜,:ACTED_IN
002638,董事,邓军鸿,:ACTED_IN
002638,董事,陈文星,:ACTED_IN
002638,董事,黄锦波,:ACTED_IN
002638,董事,仲长昊,:ACTED_IN
002638,独立董事,王治强,:ACTED_IN
002638,独立董事,鞠新华,:ACTED_IN
002638,独立董事,钱可元,:ACTED_IN
000605,董事长、董事,江波,:ACTED_IN
000605,董事长、董事,刘瑞深,:ACTED_IN
000605,董事,徐宝平,:ACTED_IN
000605,董事,陶蕾,:ACTED_IN
000605,董事,周艺,:ACTED_IN
000605,董事,邢立斌,:ACTED_IN
000605,独立董事,韩晓萍,:ACTED_IN
000605,独立董事,郭家利,:ACTED_IN
000605,独立董事,朱虹,:ACTED_IN
002511,董事长、董事,邓颖忠,:ACTED_IN
002511,董事长、董事,邓冠彪,:ACTED_IN
002511,董事,周启超,:ACTED_IN
002511,董事,邓冠杰,:ACTED_IN
002511,董事,刘金锋,:ACTED_IN
002511,董事,曾怿,:ACTED_IN
002511,独立董事,黄洪燕,:ACTED_IN
002511,独立董事,何海地,:ACTED_IN
002511,独立董事,葛光锐,:ACTED_IN
300083,名誉董事长,王九全,:ACTED_IN
300083,名誉董事长,夏军,:ACTED_IN
300083,副董事长、董事,王建,:ACTED_IN
300083,副董事长、董事,何海江,:ACTED_IN
300083,独立董事,吴春庚,:ACTED_IN
300083,独立董事,郑毅,:ACTED_IN
600425,董事长、董事,郑术建,:ACTED_IN
600425,董事长、董事,宁沉浮,:ACTED_IN
600425,董事,李云新,:ACTED_IN
600425,董事,何云,:ACTED_IN
600425,独立董事,边新俊,:ACTED_IN
600425,独立董事,张磊,:ACTED_IN
600425,职工董事,高鹏,:ACTED_IN
300129,名誉董事长、董事,柳志成,:ACTED_IN
300129,名誉董事长、董事,张福林,:ACTED_IN
300129,副董事长、董事,黄京明,:ACTED_IN
300129,副董事长、董事,邹涛,:ACTED_IN
300129,董事,张锦楠,:ACTED_IN
300129,董事,夏权光,:ACTED_IN
300129,董事,窦建荣,:ACTED_IN
300129,董事,程泓宁,:ACTED_IN
300129,独立董事,金之俭,:ACTED_IN
300129,独立董事,葛其泉,:ACTED_IN
300129,独立董事,李苒洲,:ACTED_IN
300129,独立董事,温从军,:ACTED_IN
300129,独立董事,祁和生,:ACTED_IN
002141,董事长、董事,陈文才,:ACTED_IN
002141,董事长、董事,卢敏,:ACTED_IN
002141,董事,张斌,:ACTED_IN
002141,董事,张敏,:ACTED_IN
002141,独立董事,张江峰,:ACTED_IN
600075,董事长、董事,宋晓玲,:ACTED_IN
600075,董事长、董事,张立,:ACTED_IN
600075,董事,周军,:ACTED_IN
600075,董事,操斌,:ACTED_IN
600075,董事,石斌,:ACTED_IN
600075,董事,黄东,:ACTED_IN
600075,独立董事,全泽,:ACTED_IN
600075,独立董事,张鑫,:ACTED_IN
600075,独立董事,王东盛,:ACTED_IN
600976,董事长、董事,刘勤强,:ACTED_IN
600976,董事长、董事,徐胜,:ACTED_IN
600976,董事,何勤,:ACTED_IN
600976,董事,裴蓉,:ACTED_IN
600976,董事,汪思洋,:ACTED_IN
600976,董事,刘小斌,:ACTED_IN
600976,独立董事,辛金国,:ACTED_IN
600976,独立董事,杨世林,:ACTED_IN
600976,独立董事,果德安,:ACTED_IN
000890,董事长、董事,张越,:ACTED_IN
000890,董事长、董事,张文栋,:ACTED_IN
000890,董事,陈斌雷,:ACTED_IN
000890,董事,赵军,:ACTED_IN
000890,董事,周玲,:ACTED_IN
000890,董事,王建明,:ACTED_IN
000890,董事,张韵,:ACTED_IN
000890,董事,黄芳,:ACTED_IN
000890,独立董事,钟节平,:ACTED_IN
000890,独立董事,程龙生,:ACTED_IN
000890,独立董事,周辉,:ACTED_IN
000890,独立董事,李明辉,:ACTED_IN
600999,董事长、执行董事,霍达,:ACTED_IN
600999,董事长、执行董事,王岩,:ACTED_IN
600999,执行董事,熊剑涛,:ACTED_IN
600999,执行董事,彭磊,:ACTED_IN
600999,非执行董事,黄坚,:ACTED_IN
600999,非执行董事,熊贤良,:ACTED_IN
600999,非执行董事,苏敏,:ACTED_IN
600999,非执行董事,王大雄,:ACTED_IN
600999,非执行董事,粟健,:ACTED_IN
600999,非执行董事,陈志刚,:ACTED_IN
600999,独立非执行董事,向华,:ACTED_IN
600999,独立非执行董事,肖厚发,:ACTED_IN
600999,独立非执行董事,熊伟,:ACTED_IN
600999,独立非执行董事,胡鸿高,:ACTED_IN
600999,独立非执行董事,汪棣,:ACTED_IN
600833,董事长、董事,徐子瑛,:ACTED_IN
600833,董事长、董事,孙伟,:ACTED_IN
600833,董事,史小龙,:ACTED_IN
600833,董事,周晶波,:ACTED_IN
600833,董事,赵陈斌,:ACTED_IN
600833,董事,朱洪超,:ACTED_IN
600833,独立董事,江宪,:ACTED_IN
600833,独立董事,刘涛,:ACTED_IN
600560,董事长、董事,胡宇,:ACTED_IN
600560,董事长、董事,杨光浩,:ACTED_IN
600560,董事,吴子利,:ACTED_IN
600560,董事,李江,:ACTED_IN
600560,董事,郝晓东,:ACTED_IN
600560,董事,高达,:ACTED_IN
600560,独立董事,王清峰,:ACTED_IN
600560,独立董事,孙建科,:ACTED_IN
600560,独立董事,耿芙蓉,:ACTED_IN
002454,董事长、董事,陈焕雄,:ACTED_IN
002454,董事长、董事,纪安康,:ACTED_IN
002454,董事,陈楚辉,:ACTED_IN
002454,董事,杨国平,:ACTED_IN
002454,董事,陈智颖,:ACTED_IN
002454,董事,阎广兴,:ACTED_IN
002454,独立董事,凌玉章,:ACTED_IN
002454,独立董事,刘榕,:ACTED_IN
002454,独立董事,徐士英,:ACTED_IN
600130,董事长、董事,徐立华,:ACTED_IN
600130,董事长、董事,刘方明,:ACTED_IN
600130,董事,戴茂余,:ACTED_IN
600130,董事,王海霖,:ACTED_IN
600130,独立董事,胡左浩,:ACTED_IN
600130,独立董事,刘舟宏,:ACTED_IN
600130,独立董事,张恒顺,:ACTED_IN
000039,董事长、非执行董事,王宏,:ACTED_IN
000039,董事长、非执行董事,王宇航,:ACTED_IN
000039,执行董事,麦伯良,:ACTED_IN
000039,执行董事,刘冲,:ACTED_IN
000039,非执行董事,胡贤甫,:ACTED_IN
000039,非执行董事,潘承伟,:ACTED_IN
000039,独立非执行董事,王桂埙,:ACTED_IN
000039,独立非执行董事,潘正启,:ACTED_IN
002004,董事长、董事,张松山,:ACTED_IN
002004,董事长、董事,彭云辉,:ACTED_IN
002004,董事,王榕,:ACTED_IN
002004,董事,王加荣,:ACTED_IN
002004,董事,于俊田,:ACTED_IN
002004,董事,梁爽,:ACTED_IN
002004,独立董事,武文生,:ACTED_IN
002004,独立董事,郝颖,:ACTED_IN
000717,董事长、董事,刘建荣,:ACTED_IN
000717,董事长、董事,张永生,:ACTED_IN
000717,董事,刘二,:ACTED_IN
000717,董事,卢学云,:ACTED_IN
000717,董事,赖晓敏,:ACTED_IN
000717,董事,王少杰,:ACTED_IN
000717,董事,严鸽群,:ACTED_IN
000717,董事,游达明,:ACTED_IN
000717,独立董事,林睦翔,:ACTED_IN
000717,独立董事,莫玲,:ACTED_IN
000717,独立董事,冯育升,:ACTED_IN
300312,董事长、董事,张庆文,:ACTED_IN
300312,董事长、董事,戴芙蓉,:ACTED_IN
300312,董事,郑志伟,:ACTED_IN
300312,董事,张丽红,:ACTED_IN
300312,独立董事,夏志宏,:ACTED_IN
300312,独立董事,陈长源,:ACTED_IN
300312,独立董事,罗建钢,:ACTED_IN
900933,董事长、董事,徐永模,:ACTED_IN
900933,董事长、董事,李叶青,:ACTED_IN
900933,董事,刘凤山,:ACTED_IN
900933,董事,Ian Riley,:ACTED_IN
900933,董事,Roland Koehler,:ACTED_IN
900933,董事,Geraldine Picaud,:ACTED_IN
900933,独立董事,刘艳,:ACTED_IN
900933,独立董事,王立彦,:ACTED_IN
900933,独立董事,Simon Mackinnon,:ACTED_IN
002680,董事长、董事,高俊芳,:ACTED_IN
002680,董事长、董事,张洺豪,:ACTED_IN
002680,董事,赵春志,:ACTED_IN
002680,董事,张晶,:ACTED_IN
002680,董事,王祥明,:ACTED_IN
002680,董事,刘良文,:ACTED_IN
002680,独立董事,马东光,:ACTED_IN
002680,独立董事,徐泓,:ACTED_IN
002680,独立董事,沈义,:ACTED_IN
603198,董事长、董事,倪永培,:ACTED_IN
603198,董事长、董事,杨照兵,:ACTED_IN
603198,董事,叶玉琼,:ACTED_IN
603198,董事,张丹丹,:ACTED_IN
603198,董事,秦海,:ACTED_IN
603198,董事,潘剑,:ACTED_IN
603198,独立董事,於恒强,:ACTED_IN
603198,独立董事,许立新,:ACTED_IN
603198,独立董事,宋书玉,:ACTED_IN
002395,董事长、董事,唐炳泉,:ACTED_IN
002395,董事长、董事,罗红兵,:ACTED_IN
002395,董事,田为坤,:ACTED_IN
002395,董事,刘连伟,:ACTED_IN
002395,董事,唐越峰,:ACTED_IN
002395,董事,顾希红,:ACTED_IN
002395,独立董事,薛济民,:ACTED_IN
002395,独立董事,陈文化,:ACTED_IN
002395,独立董事,冯学本,:ACTED_IN
000652,董事长、董事,胡军,:ACTED_IN
000652,董事长、董事,谢剑琳,:ACTED_IN
000652,董事,张旺,:ACTED_IN
000652,董事,李润茹,:ACTED_IN
000652,董事,崔雪松,:ACTED_IN
000652,董事,张东阳,:ACTED_IN
000652,独立董事,姚颐,:ACTED_IN
000652,独立董事,李宁,:ACTED_IN
000652,独立董事,仇向洋,:ACTED_IN
300257,董事长、董事,曹克坚,:ACTED_IN
300257,董事长、董事,汤炎,:ACTED_IN
300257,董事,叶春,:ACTED_IN
300257,董事,Bruce P. Biederman,:ACTED_IN
300257,独立董事,王秋潮,:ACTED_IN
300257,独立董事,陈希琴,:ACTED_IN
300257,独立董事,束鹏程,:ACTED_IN
601633,董事长、执行董事,魏建军,:ACTED_IN
601633,董事长、执行董事,王凤英,:ACTED_IN
601633,执行董事,杨志娟,:ACTED_IN
601633,执行董事,何平,:ACTED_IN
601633,独立非执行董事,李万军,:ACTED_IN
601633,独立非执行董事,吴智杰,:ACTED_IN
601633,独立非执行董事,马力辉,:ACTED_IN
000828,董事长、董事,张庆文,:ACTED_IN
000828,董事长、董事,萧瑞兴,:ACTED_IN
000828,董事,黄勇,:ACTED_IN
000828,董事,李非,:ACTED_IN
000828,独立董事,江伟,:ACTED_IN
000828,独立董事,陈玉罡,:ACTED_IN
000982,董事长、董事,战英杰,:ACTED_IN
000982,董事长、董事,郝广利,:ACTED_IN
000982,董事,马翠芳,:ACTED_IN
000982,董事,石磊,:ACTED_IN
000982,董事,申晨,:ACTED_IN
000982,董事,虞世全,:ACTED_IN
000982,独立董事,安国俊,:ACTED_IN
000982,独立董事,童朋方,:ACTED_IN
601799,董事长、董事,周晓萍,:ACTED_IN
601799,董事长、董事,俞志明,:ACTED_IN
601799,董事,刘树廷,:ACTED_IN
601799,董事,高国华,:ACTED_IN
601799,独立董事,陈良华,:ACTED_IN
601799,独立董事,汪波,:ACTED_IN
601799,独立董事,岳国健,:ACTED_IN
600022,董事长、董事,陶登奎,:ACTED_IN
600022,董事长、董事,陈向阳,:ACTED_IN
600022,董事,罗登武,:ACTED_IN
600022,董事,薄涛,:ACTED_IN
600022,独立董事,王国栋,:ACTED_IN
600022,独立董事,刘冰,:ACTED_IN
600022,独立董事,胡元木,:ACTED_IN
600022,独立董事,徐金梧,:ACTED_IN
600022,独立董事,马建春,:ACTED_IN
002116,董事长、董事,徐大同,:ACTED_IN
002116,董事长、董事,张建新,:ACTED_IN
002116,董事,袁莉,:ACTED_IN
002116,董事,李芸,:ACTED_IN
002116,董事,杨晓洁,:ACTED_IN
002116,董事,董建辉,:ACTED_IN
002116,独立董事,李文祥,:ACTED_IN
002116,独立董事,高凤勇,:ACTED_IN
002116,独立董事,张一弛,:ACTED_IN
002116,独立董事,赵艳春,:ACTED_IN
600188,董事长、董事,李希勇,:ACTED_IN
600188,董事长、董事,李伟,:ACTED_IN
600188,董事,吴向前,:ACTED_IN
600188,董事,赵青春,:ACTED_IN
600188,董事,吴玉祥,:ACTED_IN
600188,董事,郭德春,:ACTED_IN
600188,独立董事,孔祥国,:ACTED_IN
600188,独立董事,潘昭国,:ACTED_IN
600188,独立董事,戚安邦,:ACTED_IN
600188,独立董事,蔡昌,:ACTED_IN
600188,职工董事,郭军,:ACTED_IN
002546,董事长、董事,胡敏,:ACTED_IN
002546,董事长、董事,金放生,:ACTED_IN
002546,董事,李照球,:ACTED_IN
002546,董事,朱忠明,:ACTED_IN
002546,董事,何晓波,:ACTED_IN
002546,董事,杨瑞鸣,:ACTED_IN
002546,独立董事,张阳,:ACTED_IN
002546,独立董事,李云彬,:ACTED_IN
002546,独立董事,周定华,:ACTED_IN
002053,董事长、董事,杨万华,:ACTED_IN
002053,董事长、董事,马策,:ACTED_IN
002053,董事,田恺,:ACTED_IN
002053,董事,李庆华,:ACTED_IN
002053,董事,李中照,:ACTED_IN
002053,董事,舒艺欣,:ACTED_IN
002053,独立董事,和国忠,:ACTED_IN
002053,独立董事,杨勇,:ACTED_IN
002053,独立董事,杨先明,:ACTED_IN
000594,董事长、董事,邓小壮,:ACTED_IN
000594,董事长、董事,刘湘,:ACTED_IN
000594,董事,于臣家,:ACTED_IN
000594,董事,胡国强,:ACTED_IN
000594,独立董事,赵兵,:ACTED_IN
000594,独立董事,俞辉,:ACTED_IN
600167,董事长、董事,苏壮强,:ACTED_IN
600167,董事长、董事,朱昌一,:ACTED_IN
600167,董事,温德纯,:ACTED_IN
600167,董事,张永付,:ACTED_IN
600167,独立董事,刘永泽,:ACTED_IN
600167,独立董事,贵立义,:ACTED_IN
600167,独立董事,钟田丽,:ACTED_IN
002403,董事长、董事,陈合林,:ACTED_IN
002403,董事长、董事,陈灵巧,:ACTED_IN
002403,董事,林富青,:ACTED_IN
002403,董事,陈佳,:ACTED_IN
002403,独立董事,甘为民,:ACTED_IN
002403,独立董事,邵春阳,:ACTED_IN
002403,独立董事,王汉卿,:ACTED_IN
300191,董事长、董事,周锦明,:ACTED_IN
300191,董事长、董事,于金星,:ACTED_IN
300191,董事,贾承造,:ACTED_IN
300191,董事,郑伟建,:ACTED_IN
300191,独立董事,陈洁,:ACTED_IN
300191,独立董事,王月永,:ACTED_IN
300191,独立董事,陈永武,:ACTED_IN
600537,董事长、董事,荀耀,:ACTED_IN
600537,董事长、董事,孙铁囤,:ACTED_IN
600537,董事,荀建平,:ACTED_IN
600537,董事,姚志中,:ACTED_IN
600537,董事,张婷,:ACTED_IN
600537,董事,古汉宁,:ACTED_IN
600537,独立董事,徐进章,:ACTED_IN
600537,独立董事,陈文化,:ACTED_IN
600537,独立董事,刘平春,:ACTED_IN
600864,董事长、董事,赵洪波,:ACTED_IN
600864,董事长、董事,张凯臣,:ACTED_IN
600864,董事,孙名扬,:ACTED_IN
600864,董事,张宪军,:ACTED_IN
600864,董事,莫健闻,:ACTED_IN
600864,董事,姜明玉,:ACTED_IN
600864,独立董事,李延喜,:ACTED_IN
600864,独立董事,高建国,:ACTED_IN
600864,独立董事,韩红,:ACTED_IN
601019,董事长、董事,张志华,:ACTED_IN
601019,董事长、董事,王次忠,:ACTED_IN
601019,董事,胡鹏,:ACTED_IN
601019,董事,迟云,:ACTED_IN
601019,董事,王昭顺,:ACTED_IN
601019,董事,徐向艺,:ACTED_IN
601019,独立董事,胡元木,:ACTED_IN
601019,独立董事,刘燕,:ACTED_IN
002696,董事长、董事,孙忠义,:ACTED_IN
002696,董事长、董事,欧顺明,:ACTED_IN
002696,董事,蔡晶,:ACTED_IN
002696,董事,王琦,:ACTED_IN
002696,独立董事,王运生,:ACTED_IN
002696,独立董事,高程海,:ACTED_IN
002696,独立董事,江虹锐,:ACTED_IN
600258,董事长、董事,刘毅,:ACTED_IN
600258,董事长、董事,孙坚,:ACTED_IN
600258,董事,张润钢,:ACTED_IN
600258,董事,梁建章,:ACTED_IN
600258,董事,沈南鹏,:ACTED_IN
600258,董事,白凡,:ACTED_IN
600258,董事,卢长才,:ACTED_IN
600258,董事,包卫东,:ACTED_IN
600258,独立董事,韩青,:ACTED_IN
600258,独立董事,姚志斌,:ACTED_IN
600258,独立董事,朱剑岷,:ACTED_IN
600258,独立董事,梅慎实,:ACTED_IN
900925,董事长、董事,陈嘉明,:ACTED_IN
900925,董事长、董事,范秉勋,:ACTED_IN
900925,董事,朱茜,:ACTED_IN
900925,董事,袁建平,:ACTED_IN
900925,董事,傅海鹰,:ACTED_IN
900925,董事,张艳,:ACTED_IN
900925,独立董事,桂水发,:ACTED_IN
900925,独立董事,李志强,:ACTED_IN
900925,独立董事,薛爽,:ACTED_IN
300304,董事长、董事,付红玲,:ACTED_IN
300304,董事长、董事,蔡承儒,:ACTED_IN
300304,董事,李成忠,:ACTED_IN
300304,董事,杨庄生,:ACTED_IN
300304,董事,闫瑞,:ACTED_IN
300304,董事,张晶,:ACTED_IN
300304,独立董事,袁孟,:ACTED_IN
300304,独立董事,束哲民,:ACTED_IN
300304,独立董事,祝伟,:ACTED_IN
600608,董事长、董事,雷升逵,:ACTED_IN
600608,董事长、董事,黎兴宏,:ACTED_IN
600608,董事,蒋炜,:ACTED_IN
600608,董事,金炜,:ACTED_IN
600608,董事,许哨,:ACTED_IN
600608,董事,李红斌,:ACTED_IN
600608,独立董事,苏建明,:ACTED_IN
600608,独立董事,周立,:ACTED_IN
000701,董事长、董事,杜少华,:ACTED_IN
000701,董事长、董事,欧阳哲,:ACTED_IN
000701,董事,黄立红,:ACTED_IN
000701,董事,陈舸,:ACTED_IN
000701,董事,郭聪明,:ACTED_IN
000701,董事,吴晓强,:ACTED_IN
000701,独立董事,童锦治,:ACTED_IN
000701,独立董事,郑学军,:ACTED_IN
000701,独立董事,薛祖云,:ACTED_IN
300241,董事长、董事,龚伟斌,:ACTED_IN
300241,董事长、董事,刘智,:ACTED_IN
300241,董事,吴强,:ACTED_IN
300241,董事,胡建华,:ACTED_IN
300241,董事,张会生,:ACTED_IN
300241,董事,杨燕风,:ACTED_IN
300241,独立董事,叶剑生,:ACTED_IN
300241,独立董事,罗桃,:ACTED_IN
300241,独立董事,刘召军,:ACTED_IN
002229,董事长、董事,尤友岳,:ACTED_IN
002229,董事长、董事,尤丽娟,:ACTED_IN
002229,副董事长、董事,尤友鸾,:ACTED_IN
002229,副董事长、董事,李云强,:ACTED_IN
002229,董事,周美妹,:ACTED_IN
002229,董事,许萍,:ACTED_IN
002229,独立董事,洪波,:ACTED_IN
002229,独立董事,胡穗华,:ACTED_IN
002679,董事长、董事,张锦文,:ACTED_IN
002679,董事长、董事,蔡清楼,:ACTED_IN
002679,董事,周文刚,:ACTED_IN
002679,董事,潘隆应,:ACTED_IN
002679,董事,李芳,:ACTED_IN
002679,董事,郑丽华,:ACTED_IN
002679,独立董事,王吓忠,:ACTED_IN
002679,独立董事,郑溪欣,:ACTED_IN
002679,独立董事,张火根,:ACTED_IN
603161,董事长、董事,陈洪民,:ACTED_IN
603161,董事长、董事,宗楼,:ACTED_IN
603161,董事,陈小华,:ACTED_IN
603161,董事,周宏峰,:ACTED_IN
603161,独立董事,李备战,:ACTED_IN
603161,独立董事,任永平,:ACTED_IN
603161,独立董事,刘榕,:ACTED_IN
002550,董事长、董事,王耀方,:ACTED_IN
002550,董事长、董事,赵刚,:ACTED_IN
002550,董事,王轲,:ACTED_IN
002550,董事,蒋文群,:ACTED_IN
002550,董事,刘军,:ACTED_IN
002550,董事,荣幸华,:ACTED_IN
002550,独立董事,邵蓉,:ACTED_IN
002550,独立董事,张继稳,:ACTED_IN
002100,董事长、董事,杨焰,:ACTED_IN
002100,董事长、董事,成辉,:ACTED_IN
002100,董事,郭运江,:ACTED_IN
002100,董事,耿立新,:ACTED_IN
002100,董事,徐振华,:ACTED_IN
002100,董事,吴向勇,:ACTED_IN
002100,独立董事,杨立芳,:ACTED_IN
002100,独立董事,剡根强,:ACTED_IN
002100,独立董事,边新俊,:ACTED_IN
300168,董事长、董事,史一兵,:ACTED_IN
300168,董事长、董事,潘政,:ACTED_IN
300168,董事,李光亚,:ACTED_IN
300168,董事,杨玲,:ACTED_IN
300168,独立董事,朱洪超,:ACTED_IN
300168,独立董事,李柏龄,:ACTED_IN
300168,独立董事,王建章,:ACTED_IN
603618,董事长、董事,华建飞,:ACTED_IN
603618,董事长、董事,陆春校,:ACTED_IN
603618,董事,倪益剑,:ACTED_IN
603618,董事,郑秀花,:ACTED_IN
603618,董事,章勤英,:ACTED_IN
603618,董事,卢献庭,:ACTED_IN
603618,独立董事,王进,:ACTED_IN
603618,独立董事,陈丹红,:ACTED_IN
603618,独立董事,阎孟昆,:ACTED_IN
600872,董事长、董事,熊炜,:ACTED_IN
600872,董事长、董事,李常谨,:ACTED_IN
600872,董事,邓春华,:ACTED_IN
600872,董事,刘社梅,:ACTED_IN
600872,董事,叶伟青,:ACTED_IN
600872,董事,钱逢胜,:ACTED_IN
600872,独立董事,陈燕维,:ACTED_IN
600872,独立董事,王晋斌,:ACTED_IN
600521,董事长、董事,陈保华,:ACTED_IN
600521,董事长、董事,杜军,:ACTED_IN
600521,董事,祝永华,:ACTED_IN
600521,董事,郭斯嘉,:ACTED_IN
600521,董事,苏严,:ACTED_IN
600521,董事,单伟光,:ACTED_IN
600521,独立董事,费忠新,:ACTED_IN
600521,独立董事,曾苏,:ACTED_IN
600521,独立董事,王玉民,:ACTED_IN
300187,董事长、董事,刘正军,:ACTED_IN
300187,董事长、董事,申晓东,:ACTED_IN
300187,董事,王峰,:ACTED_IN
300187,董事,冯延林,:ACTED_IN
300187,董事,刘仁和,:ACTED_IN
300187,董事,袁定江,:ACTED_IN
300187,独立董事,洪源,:ACTED_IN
300187,独立董事,曹越,:ACTED_IN
002415,董事长、董事,陈宗年,:ACTED_IN
002415,董事长、董事,龚虹嘉,:ACTED_IN
002415,董事,胡扬忠,:ACTED_IN
002415,董事,邬伟琪,:ACTED_IN
002415,董事,屈力扬,:ACTED_IN
002415,董事,洪天峰,:ACTED_IN
002415,独立董事,陆建忠,:ACTED_IN
002415,独立董事,程天纵,:ACTED_IN
002415,独立董事,王志东,:ACTED_IN
000428,董事长、董事,蒋利亚,:ACTED_IN
000428,董事长、董事,侯跃,:ACTED_IN
000428,董事,李征兵,:ACTED_IN
000428,董事,向军,:ACTED_IN
000428,独立董事,周志宏,:ACTED_IN
000428,独立董事,陈爱文,:ACTED_IN
000428,独立董事,许长龙,:ACTED_IN
000428,独立董事,张超,:ACTED_IN
000428,独立董事,赵晓强,:ACTED_IN
600171,董事长、董事,董浩然,:ACTED_IN
600171,董事长、董事,马玉川,:ACTED_IN
600171,董事,刘劲梅,:ACTED_IN
600171,董事,李荣信,:ACTED_IN
600171,独立董事,金玉丰,:ACTED_IN
600171,独立董事,王均行,:ACTED_IN
600171,独立董事,俞建春,:ACTED_IN
000582,董事长、董事,周小溪,:ACTED_IN
000582,董事长、董事,黄葆源,:ACTED_IN
000582,董事,陈斯禄,:ACTED_IN
000582,董事,罗明,:ACTED_IN
000582,董事,莫怒,:ACTED_IN
000582,董事,谢毅,:ACTED_IN
000582,独立董事,王运生,:ACTED_IN
000582,独立董事,周永生,:ACTED_IN
000582,独立董事,林仁聪,:ACTED_IN
002045,董事长、董事,郝旭明,:ACTED_IN
002045,董事长、董事,何伟成,:ACTED_IN
002045,董事,郑崖民,:ACTED_IN
002045,董事,房晓焱,:ACTED_IN
002045,董事,周海昌,:ACTED_IN
002045,董事,肖庆,:ACTED_IN
002045,独立董事,郭飏,:ACTED_IN
002045,独立董事,沈肇章,:ACTED_IN
002045,独立董事,刘杰生,:ACTED_IN
000078,董事局主席、董事,张思民,:ACTED_IN
000078,董事局主席、董事,张锋,:ACTED_IN
000078,董事,刘占军,:ACTED_IN
000078,董事,许战奎,:ACTED_IN
000078,独立董事,刘来平,:ACTED_IN
000078,独立董事,詹伟哉,:ACTED_IN
000078,独立董事,谷杨,:ACTED_IN
000756,董事长、执行董事,张代铭,:ACTED_IN
000756,董事长、执行董事,杜德平,:ACTED_IN
000756,非执行董事,任福龙,:ACTED_IN
000756,非执行董事,赵斌,:ACTED_IN
000756,非执行董事,徐列,:ACTED_IN
000756,非执行董事,杜冠华,:ACTED_IN
000756,独立非执行董事,陈仲戟,:ACTED_IN
000756,独立非执行董事,李文明,:ACTED_IN
002291,董事长、董事,张泽民,:ACTED_IN
002291,董事长、董事,于洪涛,:ACTED_IN
002291,董事,李刚,:ACTED_IN
002291,董事,李莹,:ACTED_IN
002291,独立董事,梁彤缨,:ACTED_IN
002291,独立董事,黄劲业,:ACTED_IN
603970,董事长、董事,苏毅,:ACTED_IN
603970,董事长、董事,黄柏集,:ACTED_IN
603970,董事,康凯,:ACTED_IN
603970,董事,李明光,:ACTED_IN
603970,董事,浦颖,:ACTED_IN
603970,董事,杨剑,:ACTED_IN
603970,独立董事,花荣军,:ACTED_IN
603970,独立董事,杨伟国,:ACTED_IN
